"state","driver_race","pre_legalization","quarter","search_rate"
"CO","white",TRUE,2011-11-15,0.00372644884331028
"CO","white",TRUE,2012-02-15,0.00449309823055307
"CO","white",TRUE,2012-05-15,0.00449710515686011
"CO","white",TRUE,2012-08-15,0.00331607423352144
"CO","white",FALSE,2013-02-15,0.0023409763886951
"CO","white",FALSE,2013-05-15,0.00193277433043175
"CO","white",FALSE,2013-08-15,0.00160556976413754
"CO","white",FALSE,2013-11-15,0.00136819031085872
"CO","white",FALSE,2014-02-15,0.00135260922683111
"CO","white",FALSE,2014-05-15,0.00102526354530876
"CO","white",FALSE,2014-08-15,0.00122660367072506
"CO","white",FALSE,2014-11-15,0.00139061817829019
"CO","white",FALSE,2015-02-15,0.00166595989580178
"CO","white",FALSE,2015-05-15,0.00129556054586284
"CO","white",FALSE,2015-08-15,0.0013772307513881
"CO","white",FALSE,2015-11-15,0.00154099993773738
"CO","black",TRUE,2011-02-15,0.0118237190970978
"CO","black",TRUE,2011-05-15,0.0105644431029279
"CO","black",TRUE,2011-08-15,0.00780189959294437
"CO","black",TRUE,2011-11-15,0.013172751223184
"CO","black",TRUE,2012-02-15,0.0109973454683352
"CO","black",TRUE,2012-05-15,0.0120361083249749
"CO","black",TRUE,2012-08-15,0.0107488355428162
"CO","black",FALSE,2013-02-15,0.00740740740740741
"CO","black",FALSE,2013-05-15,0.00616570327552987
"CO","black",FALSE,2013-08-15,0.00455341506129597
"CO","black",FALSE,2013-11-15,0.00481927710843374
"CO","black",FALSE,2014-02-15,0.00363240101707228
"CO","black",FALSE,2014-05-15,0.00351437699680511
"CO","black",FALSE,2014-08-15,0.00353731871241599
"CO","black",FALSE,2014-11-15,0.00184842883548983
"CO","black",FALSE,2015-02-15,0.00626843657817109
"CO","black",FALSE,2015-05-15,0.00503693754197448
"CO","black",FALSE,2015-08-15,0.0038822387576836
"CO","black",FALSE,2015-11-15,0.00514327700220426
"CO","hispanic",TRUE,2011-02-15,0.0119212868457581
"CO","hispanic",TRUE,2011-05-15,0.00824700109051254
"CO","hispanic",TRUE,2011-08-15,0.00649710799461215
"CO","hispanic",TRUE,2011-11-15,0.00765396938412246
"CO","hispanic",TRUE,2012-02-15,0.00934490321350243
"CO","hispanic",TRUE,2012-05-15,0.00739807964741067
"CO","hispanic",TRUE,2012-08-15,0.00936846507737348
"CO","hispanic",FALSE,2013-02-15,0.00630232339384818
"CO","hispanic",FALSE,2013-05-15,0.00423657007286901
"CO","hispanic",FALSE,2013-08-15,0.00482151920148875
"CO","hispanic",FALSE,2013-11-15,0.00402792696025779
"CO","hispanic",FALSE,2014-02-15,0.00318773154131128
"CO","hispanic",FALSE,2014-05-15,0.00250718973527026
"CO","hispanic",FALSE,2014-08-15,0.00309442167767835
"CO","hispanic",FALSE,2014-11-15,0.00269307618799409
"CO","hispanic",FALSE,2015-02-15,0.00529100529100529
"CO","hispanic",FALSE,2015-05-15,0.00354938271604938
"CO","hispanic",FALSE,2015-08-15,0.00412226802520028
"CO","hispanic",FALSE,2015-11-15,0.00543893940681567
"FL","white",TRUE,2011-02-15,0.00347287153046777
"FL","white",TRUE,2011-05-15,0.00355523953426362
"FL","white",TRUE,2011-08-15,0.00312526005307394
"FL","white",TRUE,2011-11-15,0.00333229304044055
"FL","white",TRUE,2012-02-15,0.00355519862101387
"FL","white",TRUE,2012-05-15,0.00305958811613774
"FL","white",TRUE,2012-08-15,0.0025391587563479
"FL","white",FALSE,2013-02-15,0.00290801934802206
"FL","white",FALSE,2013-05-15,0.00283860871780408
"FL","white",FALSE,2013-08-15,0.0031103450268183
"FL","white",FALSE,2013-11-15,0.00258189163080706
"FL","white",FALSE,2014-02-15,0.00256259631020186
"FL","white",FALSE,2014-05-15,0.00227080527453253
"FL","white",FALSE,2014-08-15,0.00225178795134869
"FL","white",FALSE,2014-11-15,0.00256814228601091
"FL","white",FALSE,2015-02-15,0.00265746867008255
"FL","white",FALSE,2015-05-15,0.00226252501397177
"FL","white",FALSE,2015-08-15,0.00265765435844852
"FL","white",FALSE,2015-11-15,0.0028367715149012
"FL","black",TRUE,2011-02-15,0.00718703470392853
"FL","black",TRUE,2011-05-15,0.00894298187590951
"FL","black",TRUE,2011-08-15,0.0087884162320989
"FL","black",TRUE,2011-11-15,0.00967307456838496
"FL","black",TRUE,2012-02-15,0.008535396792581
"FL","black",TRUE,2012-05-15,0.00759101471727343
"FL","black",TRUE,2012-08-15,0.00629152890572337
"FL","black",FALSE,2013-02-15,0.00747756729810568
"FL","black",FALSE,2013-05-15,0.00775943079608001
"FL","black",FALSE,2013-08-15,0.00634596861011955
"FL","black",FALSE,2013-11-15,0.00733776656730108
"FL","black",FALSE,2014-02-15,0.00788418588380916
"FL","black",FALSE,2014-05-15,0.00616988712454563
"FL","black",FALSE,2014-08-15,0.00682570165899257
"FL","black",FALSE,2014-11-15,0.00762990924423741
"FL","black",FALSE,2015-02-15,0.009619384359401
"FL","black",FALSE,2015-05-15,0.0066146251307118
"FL","black",FALSE,2015-08-15,0.0068911679991386
"FL","black",FALSE,2015-11-15,0.00919206579583938
"FL","hispanic",TRUE,2011-02-15,0.00334124008467876
"FL","hispanic",TRUE,2011-05-15,0.00472909715053892
"FL","hispanic",TRUE,2011-08-15,0.00400627488837939
"FL","hispanic",TRUE,2011-11-15,0.00410210926023449
"FL","hispanic",TRUE,2012-02-15,0.00490331111233541
"FL","hispanic",TRUE,2012-05-15,0.0041158269601261
"FL","hispanic",TRUE,2012-08-15,0.00301339285714286
"FL","hispanic",FALSE,2013-02-15,0.00381251999573424
"FL","hispanic",FALSE,2013-05-15,0.00374816150306021
"FL","hispanic",FALSE,2013-08-15,0.00337280060380207
"FL","hispanic",FALSE,2013-11-15,0.00287827022979361
"FL","hispanic",FALSE,2014-02-15,0.00368536480589658
"FL","hispanic",FALSE,2014-05-15,0.00439016602809706
"FL","hispanic",FALSE,2014-08-15,0.00256081946222791
"FL","hispanic",FALSE,2014-11-15,0.00395719422164543
"FL","hispanic",FALSE,2015-02-15,0.00377985099084533
"FL","hispanic",FALSE,2015-05-15,0.00332720246336977
"FL","hispanic",FALSE,2015-08-15,0.00392061848857955
"FL","hispanic",FALSE,2015-11-15,0.00421910583722881
"MA","white",TRUE,2011-02-15,0.00917324470294973
"MA","white",TRUE,2011-05-15,0.00634354098557332
"MA","white",TRUE,2011-08-15,0.00634607931791758
"MA","white",TRUE,2011-11-15,0.00675077467906153
"MA","white",TRUE,2012-02-15,0.00738517046495567
"MA","white",TRUE,2012-05-15,0.00695460293060273
"MA","white",TRUE,2012-08-15,0.00728248371023381
"MA","white",FALSE,2013-02-15,0.00868194620294049
"MA","white",FALSE,2013-05-15,0.0064093614752954
"MA","white",FALSE,2013-08-15,0.00571373894500868
"MA","white",FALSE,2013-11-15,0.00658031336346648
"MA","white",FALSE,2014-02-15,0.00652517224025129
"MA","white",FALSE,2014-05-15,0.00565992799002508
"MA","white",FALSE,2014-08-15,0.00378869015743815
"MA","white",FALSE,2014-11-15,0.00387213929019681
"MA","white",FALSE,2015-02-15,0.00417815072942085
"MA","white",FALSE,2015-05-15,0.00343158700645302
"MA","white",FALSE,2015-08-15,0.00405411927476311
"MA","white",FALSE,2015-11-15,0.00297979972973909
"MA","black",TRUE,2011-02-15,0.0196522153406384
"MA","black",TRUE,2011-05-15,0.0147042060868574
"MA","black",TRUE,2011-08-15,0.0146938775510204
"MA","black",TRUE,2011-11-15,0.0131293664177307
"MA","black",TRUE,2012-02-15,0.0155566358774915
"MA","black",TRUE,2012-05-15,0.0153586497890295
"MA","black",TRUE,2012-08-15,0.0133666156695386
"MA","black",FALSE,2013-02-15,0.0153410647429459
"MA","black",FALSE,2013-05-15,0.0107238605898123
"MA","black",FALSE,2013-08-15,0.0115844203229043
"MA","black",FALSE,2013-11-15,0.00969425801640567
"MA","black",FALSE,2014-02-15,0.0123002643982067
"MA","black",FALSE,2014-05-15,0.0114071829605205
"MA","black",FALSE,2014-08-15,0.0057516339869281
"MA","black",FALSE,2014-11-15,0.0083054892601432
"MA","black",FALSE,2015-02-15,0.00765516429160287
"MA","black",FALSE,2015-05-15,0.00667531985907658
"MA","black",FALSE,2015-08-15,0.00580046403712297
"MA","black",FALSE,2015-11-15,0.00622909216749337
"MA","hispanic",TRUE,2011-02-15,0.0220472440944882
"MA","hispanic",TRUE,2011-05-15,0.0176506390748631
"MA","hispanic",TRUE,2011-08-15,0.0156913183279743
"MA","hispanic",TRUE,2011-11-15,0.0131040131040131
"MA","hispanic",TRUE,2012-02-15,0.0240333262123478
"MA","hispanic",TRUE,2012-05-15,0.0167145938173976
"MA","hispanic",TRUE,2012-08-15,0.015248317573899
"MA","hispanic",FALSE,2013-02-15,0.0203380638163247
"MA","hispanic",FALSE,2013-05-15,0.0143485915492958
"MA","hispanic",FALSE,2013-08-15,0.0124685958872243
"MA","hispanic",FALSE,2013-11-15,0.0128760128760129
"MA","hispanic",FALSE,2014-02-15,0.0155655482531996
"MA","hispanic",FALSE,2014-05-15,0.0150251946862116
"MA","hispanic",FALSE,2014-08-15,0.0116414435389988
"MA","hispanic",FALSE,2014-11-15,0.0130839309943788
"MA","hispanic",FALSE,2015-02-15,0.0145263671875
"MA","hispanic",FALSE,2015-05-15,0.00996644957568581
"MA","hispanic",FALSE,2015-08-15,0.0105170902716915
"MA","hispanic",FALSE,2015-11-15,0.0118633912522469
"MT","white",TRUE,2011-02-15,0.00121111195216108
"MT","white",TRUE,2011-05-15,0.00158760398806122
"MT","white",TRUE,2011-08-15,0.00150332650972364
"MT","white",TRUE,2011-11-15,0.00171701892808961
"MT","white",TRUE,2012-02-15,0.00181754901581654
"MT","white",TRUE,2012-05-15,0.00150772710139465
"MT","white",TRUE,2012-08-15,0.00138592750533049
"MT","white",FALSE,2013-02-15,0.00127637509473096
"MT","white",FALSE,2013-05-15,0.00233295665803959
"MT","white",FALSE,2013-08-15,0.00176972356917849
"MT","white",FALSE,2013-11-15,0.00211495396864892
"MT","white",FALSE,2014-02-15,0.00342356324462501
"MT","white",FALSE,2014-05-15,0.00234309623430962
"MT","white",FALSE,2014-08-15,0.00338868180277872
"MT","white",FALSE,2014-11-15,0.00310314482886388
"MT","white",FALSE,2015-02-15,0.00282153773806725
"MT","white",FALSE,2015-05-15,0.00361592438779894
"MT","white",FALSE,2015-08-15,0.00322556997287589
"MT","white",FALSE,2015-11-15,0.00376680828697823
"MT","black",TRUE,2011-02-15,0.010752688172043
"MT","black",TRUE,2011-05-15,0.0072992700729927
"MT","black",TRUE,2011-08-15,0.00687285223367698
"MT","black",TRUE,2011-11-15,0.0178571428571429
"MT","black",TRUE,2012-02-15,0.00490196078431373
"MT","black",TRUE,2012-05-15,0.00319488817891374
"MT","black",TRUE,2012-08-15,0
"MT","black",FALSE,2013-02-15,0.0158102766798419
"MT","black",FALSE,2013-05-15,0
"MT","black",FALSE,2013-08-15,0.00964630225080386
"MT","black",FALSE,2013-11-15,0.0254237288135593
"MT","black",FALSE,2014-02-15,0.0172413793103448
"MT","black",FALSE,2014-05-15,0.00564971751412429
"MT","black",FALSE,2014-08-15,0.0197183098591549
"MT","black",FALSE,2014-11-15,0.00643086816720257
"MT","black",FALSE,2015-02-15,0.00826446280991736
"MT","black",FALSE,2015-05-15,0.019438444924406
"MT","black",FALSE,2015-08-15,0.01440329218107
"MT","black",FALSE,2015-11-15,0.0186666666666667
"MT","hispanic",TRUE,2011-02-15,0.0158371040723982
"MT","hispanic",TRUE,2011-05-15,0.0201680672268908
"MT","hispanic",TRUE,2011-08-15,0.00537634408602151
"MT","hispanic",TRUE,2011-11-15,0.00873362445414847
"MT","hispanic",TRUE,2012-02-15,0.0126582278481013
"MT","hispanic",TRUE,2012-05-15,0.00503355704697987
"MT","hispanic",TRUE,2012-08-15,0.00325732899022801
"MT","hispanic",FALSE,2013-02-15,0.010507880910683
"MT","hispanic",FALSE,2013-05-15,0.00981996726677578
"MT","hispanic",FALSE,2013-08-15,0.00637958532695375
"MT","hispanic",FALSE,2013-11-15,0.013986013986014
"MT","hispanic",FALSE,2014-02-15,0.00519480519480519
"MT","hispanic",FALSE,2014-05-15,0.010016694490818
"MT","hispanic",FALSE,2014-08-15,0.0135363790186125
"MT","hispanic",FALSE,2014-11-15,0.0172839506172839
"MT","hispanic",FALSE,2015-02-15,0.00759013282732448
"MT","hispanic",FALSE,2015-05-15,0.00426136363636364
"MT","hispanic",FALSE,2015-08-15,0.00823045267489712
"MT","hispanic",FALSE,2015-11-15,0.0142095914742451
"NC","white",TRUE,2011-02-15,0.000940123111359821
"NC","white",TRUE,2011-05-15,0.000766849781099244
"NC","white",TRUE,2011-08-15,0.000784219524946659
"NC","white",TRUE,2011-11-15,0.000930003338473523
"NC","white",TRUE,2012-02-15,0.000642731889981067
"NC","white",TRUE,2012-05-15,0.0010003022496006
"NC","white",TRUE,2012-08-15,0.00106522130755916
"NC","white",FALSE,2013-02-15,0.000970173387397696
"NC","white",FALSE,2013-05-15,0.00123772223744817
"NC","white",FALSE,2013-08-15,0.00221581203467947
"NC","white",FALSE,2013-11-15,0.00199839067653483
"NC","white",FALSE,2014-02-15,0.00158321978928784
"NC","white",FALSE,2014-05-15,0.00171887449530443
"NC","white",FALSE,2014-08-15,0.0015772088363373
"NC","white",FALSE,2014-11-15,0.00162045372704357
"NC","white",FALSE,2015-02-15,0.00169912296766579
"NC","white",FALSE,2015-05-15,0.00175620810121802
"NC","white",FALSE,2015-08-15,0.00158963438409166
"NC","white",FALSE,2015-11-15,0.00166183397705523
"NC","black",TRUE,2011-02-15,0.00140875383983251
"NC","black",TRUE,2011-05-15,0.0010315659170621
"NC","black",TRUE,2011-08-15,0.0012711705985718
"NC","black",TRUE,2011-11-15,0.00158273980590612
"NC","black",TRUE,2012-02-15,0.00105502208393684
"NC","black",TRUE,2012-05-15,0.00149608715666718
"NC","black",TRUE,2012-08-15,0.00139552585951706
"NC","black",FALSE,2013-02-15,0.00157252751923159
"NC","black",FALSE,2013-05-15,0.00182897915866959
"NC","black",FALSE,2013-08-15,0.00385271268868818
"NC","black",FALSE,2013-11-15,0.00361345316408783
"NC","black",FALSE,2014-02-15,0.00331551860649248
"NC","black",FALSE,2014-05-15,0.00298865722219607
"NC","black",FALSE,2014-08-15,0.00228674203494347
"NC","black",FALSE,2014-11-15,0.00253026799074956
"NC","black",FALSE,2015-02-15,0.00291992477481936
"NC","black",FALSE,2015-05-15,0.0020067042163592
"NC","black",FALSE,2015-08-15,0.00268228982847462
"NC","black",FALSE,2015-11-15,0.00321280766717491
"NC","hispanic",TRUE,2011-02-15,0.00340715502555366
"NC","hispanic",TRUE,2011-05-15,0.00234145036125234
"NC","hispanic",TRUE,2011-08-15,0.00276456217050276
"NC","hispanic",TRUE,2011-11-15,0.00155394405801391
"NC","hispanic",TRUE,2012-02-15,0.00203565913238804
"NC","hispanic",TRUE,2012-05-15,0.00243766541301017
"NC","hispanic",TRUE,2012-08-15,0.00307384922769538
"NC","hispanic",FALSE,2013-02-15,0.00204972818821852
"NC","hispanic",FALSE,2013-05-15,0.00313267293201253
"NC","hispanic",FALSE,2013-08-15,0.00326821119907038
"NC","hispanic",FALSE,2013-11-15,0.00376947562405763
"NC","hispanic",FALSE,2014-02-15,0.00349419208612711
"NC","hispanic",FALSE,2014-05-15,0.00450106157112527
"NC","hispanic",FALSE,2014-08-15,0.00314748201438849
"NC","hispanic",FALSE,2014-11-15,0.00410382681850826
"NC","hispanic",FALSE,2015-02-15,0.00356359649122807
"NC","hispanic",FALSE,2015-05-15,0.00341622308731231
"NC","hispanic",FALSE,2015-08-15,0.00316661253653784
"NC","hispanic",FALSE,2015-11-15,0.00281888653981677
"OH","white",TRUE,2011-02-15,0.0265288456642395
"OH","white",TRUE,2011-05-15,0.023875764544436
"OH","white",TRUE,2011-08-15,0.0218912062082603
"OH","white",TRUE,2011-11-15,0.0262891217629176
"OH","white",TRUE,2012-02-15,0.0274945237555707
"OH","white",TRUE,2012-05-15,0.0243555572299086
"OH","white",TRUE,2012-08-15,0.0227968460111317
"OH","white",FALSE,2013-02-15,0.029564415055169
"OH","white",FALSE,2013-05-15,0.024561387321637
"OH","white",FALSE,2013-08-15,0.0247091531047624
"OH","white",FALSE,2013-11-15,0.0299478505990134
"OH","white",FALSE,2014-02-15,0.0319812932817699
"OH","white",FALSE,2014-05-15,0.0265569854667937
"OH","white",FALSE,2014-08-15,0.0251337433962894
"OH","white",FALSE,2014-11-15,0.0289527938719752
"OH","white",FALSE,2015-02-15,0.0350099607464077
"OH","white",FALSE,2015-05-15,0.0285352618512595
"OH","white",FALSE,2015-08-15,0.0240417668406952
"OH","white",FALSE,2015-11-15,0.0311646810622983
"OH","black",TRUE,2011-02-15,0.0605982597950883
"OH","black",TRUE,2011-05-15,0.0519056261343013
"OH","black",TRUE,2011-08-15,0.049825643776824
"OH","black",TRUE,2011-11-15,0.0586561610855767
"OH","black",TRUE,2012-02-15,0.0620077559668972
"OH","black",TRUE,2012-05-15,0.0571665011585568
"OH","black",TRUE,2012-08-15,0.0534564609481693
"OH","black",FALSE,2013-02-15,0.072338167668907
"OH","black",FALSE,2013-05-15,0.0621489450887243
"OH","black",FALSE,2013-08-15,0.062357908411822
"OH","black",FALSE,2013-11-15,0.0794050014371946
"OH","black",FALSE,2014-02-15,0.0869910482240832
"OH","black",FALSE,2014-05-15,0.0752387543252595
"OH","black",FALSE,2014-08-15,0.0683974293583597
"OH","black",FALSE,2014-11-15,0.0798085445842936
"OH","black",FALSE,2015-02-15,0.0915764935110121
"OH","black",FALSE,2015-05-15,0.0734519104084321
"OH","black",FALSE,2015-08-15,0.0612628381682926
"OH","black",FALSE,2015-11-15,0.0861430102587659
"OH","hispanic",TRUE,2011-02-15,0.0744741330301308
"OH","hispanic",TRUE,2011-05-15,0.0670840787119857
"OH","hispanic",TRUE,2011-08-15,0.0591651542649728
"OH","hispanic",TRUE,2011-11-15,0.0655180781363747
"OH","hispanic",TRUE,2012-02-15,0.0718699931334401
"OH","hispanic",TRUE,2012-05-15,0.0552518547442405
"OH","hispanic",TRUE,2012-08-15,0.0561695959412937
"OH","hispanic",FALSE,2013-02-15,0.0676866017617061
"OH","hispanic",FALSE,2013-05-15,0.0589630633683497
"OH","hispanic",FALSE,2013-08-15,0.0629236663719422
"OH","hispanic",FALSE,2013-11-15,0.0768742058449809
"OH","hispanic",FALSE,2014-02-15,0.0779775280898876
"OH","hispanic",FALSE,2014-05-15,0.0737541528239203
"OH","hispanic",FALSE,2014-08-15,0.0545920675614538
"OH","hispanic",FALSE,2014-11-15,0.066793893129771
"OH","hispanic",FALSE,2015-02-15,0.0713339222614841
"OH","hispanic",FALSE,2015-05-15,0.0596403774256721
"OH","hispanic",FALSE,2015-08-15,0.0574423480083857
"OH","hispanic",FALSE,2015-11-15,0.0817533484084189
"RI","white",TRUE,2011-02-15,0.0106382978723404
"RI","white",TRUE,2011-05-15,0.0115363735070575
"RI","white",TRUE,2011-08-15,0.00799141221374046
"RI","white",TRUE,2011-11-15,0.00984922178988327
"RI","white",TRUE,2012-02-15,0.0106407949299742
"RI","white",TRUE,2012-05-15,0.00857089621762623
"RI","white",TRUE,2012-08-15,0.00689874761197198
"RI","white",FALSE,2013-02-15,0.0124013528748591
"RI","white",FALSE,2013-05-15,0.0101082004555809
"RI","white",FALSE,2013-08-15,0.00770582668649453
"RI","white",FALSE,2013-11-15,0.00880728466935364
"RI","white",FALSE,2014-02-15,0.00958097656700912
"RI","white",FALSE,2014-05-15,0.00959013586025802
"RI","white",FALSE,2014-08-15,0.00923986694591598
"RI","white",FALSE,2014-11-15,0.00959885386819484
"RI","white",FALSE,2015-02-15,0.00902969084787267
"RI","white",FALSE,2015-05-15,0.007340571952898
"RI","white",FALSE,2015-08-15,0.00731282646546721
"RI","white",FALSE,2015-11-15,0.00471967963386728
"RI","black",TRUE,2011-02-15,0.0217391304347826
"RI","black",TRUE,2011-05-15,0.0225314777998675
"RI","black",TRUE,2011-08-15,0.0175029171528588
"RI","black",TRUE,2011-11-15,0.0154946364719905
"RI","black",TRUE,2012-02-15,0.0264026402640264
"RI","black",TRUE,2012-05-15,0.0187473370259906
"RI","black",TRUE,2012-08-15,0.0126767430521697
"RI","black",FALSE,2013-02-15,0.0286806883365201
"RI","black",FALSE,2013-05-15,0.02371072910492
"RI","black",FALSE,2013-08-15,0.0177619893428064
"RI","black",FALSE,2013-11-15,0.0255376344086022
"RI","black",FALSE,2014-02-15,0.0315904139433551
"RI","black",FALSE,2014-05-15,0.0311244979919679
"RI","black",FALSE,2014-08-15,0.0247933884297521
"RI","black",FALSE,2014-11-15,0.0154577883472057
"RI","black",FALSE,2015-02-15,0.024746192893401
"RI","black",FALSE,2015-05-15,0.0202133632790567
"RI","black",FALSE,2015-08-15,0.0106053910737958
"RI","black",FALSE,2015-11-15,0.00892359174567764
"RI","hispanic",TRUE,2011-02-15,0.019211324570273
"RI","hispanic",TRUE,2011-05-15,0.0162671232876712
"RI","hispanic",TRUE,2011-08-15,0.0133729569093611
"RI","hispanic",TRUE,2011-11-15,0.00856031128404669
